training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
0.67179036,0.0,-24.775902,-30.552639,0.36465403,-0.96715593,34.045555,0.72258997,-21.768234,-27.029123,0.030648272,0.42599923930168154,2129.996208667755,1000
0.515239,0.0,-35.338326,-44.857918,0.2830309,-0.7052109,33.000633,-0.28459537,-33.40629,-42.030033,0.02472147,0.0007318988800048828,2133.6557111740112,2000
0.62731975,0.0,-40.209286,-56.485615,0.44756216,-0.39788318,24.07797,0.19185309,-39.088394,-54.313473,0.023179922,0.0007414680957794189,2137.3630604743958,3000
0.41922268,-1.0,-46.224,-65.8775,0.27266377,-0.7027989,27.254753,-0.8977926,-45.515404,-64.11593,0.025438115,0.000757711124420166,2141.1516246795654,4000
1.0481312,0.0,-47.597725,-72.30795,1.2981703,-0.60677785,51.581062,-0.065375924,-47.129227,-70.94987,0.032992214,0.0008281595706939697,2145.2924330234528,5000
0.8412459,-1.0,-48.6381,-75.773476,0.3657499,-0.67923456,30.854076,-0.71388984,-48.36294,-74.906555,0.041289244,0.0007495450496673584,2149.0401668548584,6000
0.654165,0.0,-48.89405,-80.43881,0.5465528,-1.2360243,43.977863,0.3155482,-48.66421,-79.24755,0.024778042,0.0007629539012908935,2152.854944229126,7000
0.31896982,0.0,-48.31767,-83.418785,0.45656538,-0.3015857,16.79916,1.1051582,-48.124123,-82.50644,0.014918318,0.0007003303527832031,2156.3566043376923,8000
0.30742678,0.0,-48.793255,-85.54342,0.36414433,-0.28635657,14.015017,0.18160544,-48.58851,-84.831924,0.017290624,0.0007773584365844727,2160.2434046268463,9000
0.31723398,0.0,-48.705986,-87.37439,0.7433371,-0.712227,22.26651,0.17726645,-48.55268,-86.888145,0.016589453,0.000931224012374878,2164.8995337486267,10000
0.25463662,0.0,-46.565674,-84.55822,0.20220663,-0.64041185,17.379025,0.09246561,-46.40263,-85.19211,0.011877383,0.0009122070789337158,2169.4605779647827,11000
0.25955617,-1.0,-48.22909,-84.85251,0.35602257,-0.46982044,13.400722,-0.82531476,-48.071465,-84.237785,0.013085354,0.0009398682594299316,2174.1599271297455,12000
0.17235261,-1.0,-49.978405,-86.795876,0.13463297,-0.49748158,12.277983,-0.6280878,-49.810925,-86.9217,0.008581104,0.0008776008605957031,2178.5479414463043,13000
0.19740757,-1.0,-47.86345,-85.49514,0.14366001,-0.35047144,11.884063,-0.77439207,-47.727203,-85.441,0.011408418,0.0009562557697296143,2183.3292281627655,14000
0.12180108,0.0,-47.36061,-90.20055,0.40242684,-0.15484408,7.576,0.18020397,-47.213795,-89.69313,0.0062987106,0.0009776376724243165,2188.217424631119,15000
0.097992636,0.0,-48.469574,-88.64471,0.34585202,-0.11300098,9.8978405,-0.065358326,-48.33975,-88.67394,0.0055058165,0.0008330567359924316,2192.382716655731,16000
0.18342565,0.0,-48.721863,-86.691124,0.26624578,-0.23049855,7.688116,-0.0080471635,-48.59175,-86.68391,0.008815998,0.0008745794773101806,2196.755621910095,17000
0.16520657,-1.99,-47.920288,-83.79266,0.41375476,-0.5404514,14.374702,-1.7344322,-47.766357,-83.89363,0.010907771,0.000861732006072998,2201.064291715622,18000
0.13940778,0.0,-46.90428,-90.06823,0.18087536,-0.28594902,5.80436,0.6274786,-46.78186,-90.19027,0.008293781,0.000862694263458252,2205.3777706623077,19000
0.12278722,0.0,-49.449135,-90.79772,0.13908924,-0.27665487,7.279443,0.16306612,-49.33048,-90.32276,0.006379625,0.0008482494354248046,2209.6190259456635,20000
0.18884817,0.0,-48.299187,-90.67303,0.17740625,-0.2188005,8.657309,0.007408172,-48.191963,-90.22139,0.0126720825,0.0009676901817321777,2214.457484483719,21000
0.13300224,0.0,-47.4935,-83.504745,0.4043165,-0.118601486,8.230522,0.2951795,-47.386513,-83.49916,0.0044902703,0.0009308540344238281,2219.111763238907,22000
0.09128386,0.0,-47.68607,-90.57501,0.09164856,-0.22170827,5.186304,0.060817294,-47.586136,-90.42771,0.0047963886,0.0008756625652313233,2223.490084886551,23000
0.09148322,0.0,-51.361195,-83.322075,0.20591694,-0.19568385,5.4874125,-0.14382607,-51.263535,-83.295975,0.0039953245,0.0007559670448303223,2227.2699286937714,24000
0.25189605,0.0,-50.698467,-90.02335,1.0851328,-0.29821736,22.618725,0.3566619,-50.600006,-90.183105,0.009250851,0.0007196363925933838,2230.868119239807,25000
0.095536746,-1.0,-48.49976,-88.24221,0.110193014,-0.40387195,9.603353,-0.73372144,-48.405434,-88.31723,0.0048050587,0.0007127029418945313,2234.4316425323486,26000
0.068477735,0.0,-51.304398,-86.35522,0.15164658,-0.27194574,4.699253,-0.009779245,-51.202988,-86.17791,0.0031440703,0.000693126916885376,2237.8972856998444,27000
0.10274312,0.0,-50.474403,-89.81033,0.23661941,-0.14716084,5.452836,-0.007256381,-50.365227,-89.84915,0.005799851,0.0006924623966217041,2241.3596057891846,28000
0.067911476,0.0,-49.75,-90.95405,0.23523366,-0.18681823,4.937364,0.3199501,-49.65564,-90.52874,0.0040211948,0.0006941121101379394,2244.8301742076874,29000
0.07583093,0.0,-48.369072,-86.48966,0.29442358,-0.123237625,7.9861856,0.050002337,-48.263298,-86.44826,0.0035642693,0.0007948601722717286,2248.8044834136963,30000
0.119204804,0.0,-49.34182,-90.39616,0.56674695,-0.469622,13.012305,0.3141272,-49.253273,-90.45479,0.0051710587,0.0008186341762542725,2252.8976666927338,31000
0.05296854,0.0,-48.78579,-90.19294,0.33934075,-0.09561639,6.3226957,0.19346842,-48.699486,-90.19906,0.0023841448,0.0008835630416870117,2257.3154904842377,32000
0.09294334,0.0,-46.967377,-85.16658,0.18177195,-0.2372731,5.837501,0.1116768,-46.881813,-85.2278,0.0051317075,0.0008432910919189454,2261.5319542884827,33000
0.057868455,0.0,-49.262,-88.43325,0.18094948,-0.11234005,4.570634,0.07955668,-49.184517,-88.586876,0.0031311943,0.0008505115509033203,2265.7845199108124,34000
0.11053337,0.0,-47.40844,-91.04327,0.4267035,-0.2580255,10.133184,0.18989958,-47.322315,-90.75934,0.0047107777,0.0008093411445617676,2269.831234693527,35000
0.06435345,0.0,-51.002224,-91.03036,0.28577438,-0.080172755,5.5894156,0.14916074,-50.91507,-90.68056,0.0032040784,0.0007542656898498535,2273.6025717258453,36000
0.07735864,-1.0,-52.014847,-87.00516,0.14494938,-0.2611959,6.0852795,-0.93826246,-51.92176,-87.03985,0.0042636395,0.0009009975910186768,2278.107568025589,37000
0.044461012,0.0,-47.196136,-88.35296,0.07095507,-0.26395926,5.4890823,0.17578344,-47.11642,-88.42372,0.0020488943,0.0009054842472076416,2282.634996652603,38000
0.073483996,0.0,-49.4705,-90.885895,0.46290457,-0.16795388,8.505561,0.148545,-49.40119,-90.72094,0.004173764,0.000868535852432251,2286.9776842594147,39000
0.06880036,0.0,-48.133865,-85.616486,0.40656945,-0.14342357,9.12566,0.18408358,-48.066067,-85.30353,0.0031708707,0.0007117222309112549,2290.5363035202026,40000
0.045618653,0.0,-50.17698,-88.47936,0.11181719,-0.38320917,8.472714,0.16578077,-50.090805,-88.53243,0.0022556568,0.0007323107719421387,2294.1978664398193,41000
