actor/actor_loss,critic/critic_loss,critic/q_max,critic/q_mean,critic/q_min,grad/max,grad/min,grad/norm,value/v_max,value/v_mean,value/v_min,value/value_loss,step
0.1268665,2.2694716,-3.900995,-44.936943,-69.05201,3.2328384,-3.2091632,120.132904,-3.0812547,-44.241985,-67.67441,0.3580889,5000
0.073891066,1.7542013,-3.900995,-43.920547,-73.74555,2.1931129,-2.0105522,80.574326,-2.6666126,-43.481434,-73.477844,0.11408757,10000
0.089074224,1.2314001,-3.900995,-45.963196,-77.46195,0.81268704,-0.87382686,50.49632,-3.0784535,-45.649086,-76.02624,0.10106525,15000
0.074704,0.714228,-3.910995,-46.46433,-76.139984,0.9233035,-0.74483407,47.417046,-3.3826697,-46.1082,-75.2151,0.0642187,20000
0.077758,1.2671169,-3.900995,-46.460114,-85.10134,1.3572748,-1.4433627,48.442974,-3.1365564,-46.095783,-85.748436,0.06209117,25000
0.06416119,0.44116732,-3.900995,-46.799484,-82.856255,0.46359938,-0.48917872,23.408504,-3.452891,-46.503136,-81.53691,0.04806228,30000
0.0737551,0.4141913,-3.900995,-50.349373,-87.56593,0.6364433,-0.65703034,30.510195,-3.3520224,-50.165955,-88.0581,0.030267334,35000
0.065157935,0.41509366,-3.900995,-47.634956,-85.96797,0.40980217,-0.39757702,20.781216,-3.4815342,-47.42455,-85.87688,0.030244337,40000
0.07308044,1.3267648,-3.910995,-46.96929,-86.45934,1.077182,-1.0083225,48.28755,-2.4213264,-46.712822,-86.08351,0.109770656,45000
0.06345387,0.13744155,-3.900995,-48.723473,-90.3979,0.2544543,-0.1848419,12.2330885,-3.7725623,-48.513306,-90.18101,0.012565124,50000
0.06973486,1.4402468,-3.900995,-50.0486,-84.08353,0.820731,-0.7755976,34.512222,-3.433337,-49.811516,-83.676476,0.075412795,55000
0.061312977,0.23814234,-3.910995,-48.768654,-90.179375,0.25166377,-0.5472277,20.792923,-3.4590073,-48.580406,-90.31138,0.018530622,60000
0.06380148,0.1967527,-3.900995,-50.450596,-85.486206,0.21806352,-0.2512557,12.616747,-3.521783,-50.24665,-85.7567,0.030744094,65000
0.063821614,0.2522613,-3.900995,-46.738564,-90.71004,0.23245297,-0.54828584,17.246407,-3.3484354,-46.564087,-90.83495,0.031006668,70000
0.062101766,0.10948093,-3.900995,-48.515015,-87.963295,0.34221604,-0.11653596,9.300412,-3.740097,-48.32638,-87.36641,0.011595476,75000
0.053861447,0.09665196,-3.900995,-49.357544,-88.10859,0.18921512,-0.16275695,7.5959263,-3.6939917,-49.209633,-88.32394,0.011569291,80000
0.076296724,0.07576552,-3.900995,-49.13723,-87.62262,0.12833604,-0.13750003,7.56997,-3.358486,-48.961483,-87.643814,0.012757331,85000
0.039111,0.09270002,-3.900995,-47.69509,-83.98252,0.19238445,-0.15142104,7.0646296,-3.4935896,-47.54529,-83.83413,0.009546232,90000
0.066873975,0.3447463,-3.900995,-48.52105,-86.6597,0.72608525,-0.6910472,23.536163,-2.9760602,-48.34394,-86.63072,0.019923644,95000
0.051391114,0.32079947,-3.910995,-48.1895,-87.23997,0.6986153,-0.21036641,17.608643,-3.5226831,-48.03716,-87.0617,0.021210335,100000
0.067649096,0.062455118,-3.910995,-46.901062,-82.39182,0.07825117,-0.17443684,5.677363,-3.5921512,-46.738293,-81.799774,0.008125516,105000
0.050049108,0.11107609,-3.900995,-50.879883,-87.163765,0.49611473,-0.1375445,13.703419,-3.4930813,-50.758663,-86.994385,0.014098706,110000
