actor/actor_loss,grad/max,grad/min,grad/norm,step
1.1879514,0.018449657,-0.008218847,0.84607255,1
0.13421687,0.04344963,-0.028668847,2.9825249,5000
0.09748689,0.02679826,-0.013866687,1.760553,10000
0.09385101,0.029706303,-0.027336176,2.107389,15000
0.08084955,0.038644724,-0.043759085,1.9651077,20000
