classifier_loss,grad/max,grad/min,grad/norm,step
4.518355,1.3356619,-1.5384493,151.90521,1
0.094717376,0.60520136,-0.37778813,23.08371,50
0.02342236,0.1781593,-0.08384388,6.95117,100
0.0017102405,0.013202671,-0.0074737216,0.43568492,150
0.008747781,0.082976624,-0.043194797,2.016779,200
0.0040477477,0.024433564,-0.015499676,0.867183,250
0.002139167,0.045914326,-0.032275453,1.4932519,300
0.00037959864,0.0019378874,-0.0018813815,0.08246032,350
0.00047375946,0.005225987,-0.003594134,0.25661135,400
0.00015859985,0.0013512325,-0.0018378496,0.07667292,450
0.00026533354,0.0019739256,-0.0014668917,0.07543219,500
5.844815e-05,0.00023585933,-0.00018063473,0.013715811,550
6.616111e-05,0.00028861486,-0.00030278164,0.02024991,600
0.00012847302,0.0015674842,-0.001904,0.100080915,650
2.985309e-05,0.00025341756,-0.00017865948,0.008576292,700
3.3391152e-05,0.00014239333,-0.0002135383,0.010400175,750
4.9298847e-05,0.00044094358,-0.0005583565,0.03520358,800
4.70482e-05,0.00057411863,-0.0003826468,0.022997558,850
2.7570299e-05,0.00022988017,-0.00017084586,0.008830111,900
1.8458139e-05,7.876772e-05,-0.00020353463,0.006666091,950
1.9117844e-05,0.00019325451,-0.0001543593,0.0071663787,1000
2.4893601e-05,0.00018835966,-0.00011833638,0.007026895,1050
1.7641978e-05,0.00017610635,-0.0001668854,0.008089632,1100
8.946006e-06,4.3232318e-05,-6.682056e-05,0.002475189,1150
2.6525006e-05,0.0002926125,-0.00040262623,0.02027449,1200
1.1052879e-05,5.3596974e-05,-0.00013491964,0.004057762,1250
1.497353e-05,4.892933e-05,-6.004118e-05,0.0028528457,1300
1.8012288e-05,0.00015512548,-0.00017647845,0.009900191,1350
8.754484e-06,3.8003458e-05,-3.2386484e-05,0.0019397052,1400
1.4038522e-05,0.00022445038,-0.00013011636,0.008752892,1450
7.260698e-06,3.4368146e-05,-5.5854962e-05,0.0020391024,1500
1.1468228e-05,0.00036141492,-0.00017120449,0.012221894,1550
1.1850949e-05,0.00016330305,-0.00031177214,0.008789699,1600
8.513845e-06,5.7758516e-05,-4.066342e-05,0.0022106424,1650
4.36087e-06,2.1775815e-05,-2.45722e-05,0.0012181149,1700
7.033792e-06,5.906249e-05,-6.482836e-05,0.0029308444,1750
9.079313e-06,0.00012675101,-9.307641e-05,0.0059148157,1800
5.601718e-06,4.1588053e-05,-4.3552187e-05,0.0020692374,1850
1.1905705e-05,0.00019888769,-0.00014368391,0.011058346,1900
6.6023294e-06,2.693889e-05,-3.1071708e-05,0.0013634008,1950
4.596312e-06,4.083244e-05,-6.259589e-05,0.0026378892,2000
