actor/actor_loss,grad/max,grad/min,grad/norm,step
1.1852939,0.010239771,-0.009202642,0.36682034,1
0.07545726,0.06192663,-0.107648686,3.7393606,5000
0.037280865,0.19179352,-0.09586283,2.6338935,10000
0.037215408,0.04083968,-0.047081817,2.6783547,15000
0.036591075,0.040656883,-0.080887236,2.8002126,20000
0.033895846,0.038935993,-0.07804692,2.25219,25000
0.023624536,0.068891264,-0.034499317,2.004226,30000
0.034941956,0.047458906,-0.09492379,2.1858974,35000
0.021887772,0.10795075,-0.053884935,1.7943892,40000
0.026798101,0.036508627,-0.034312304,1.452391,45000
0.020794688,0.03191462,-0.039193515,1.3876702,50000
0.0264037,0.06840585,-0.11495514,2.166362,55000
0.026777862,0.068913236,-0.08253079,2.0317566,60000
0.023000507,0.10620412,-0.05973737,1.7638092,65000
0.022218715,0.06714173,-0.1338128,2.131191,70000
0.022570543,0.029301709,-0.046116125,1.5717382,75000
0.017830553,0.042676583,-0.08517264,1.3523738,80000
0.030470757,0.04787374,-0.06305632,1.6803083,85000
0.00884049,0.018510055,-0.019589495,0.7623309,90000
0.022736873,0.06400483,-0.09503748,2.0181534,95000
0.011032969,0.030478004,-0.04034394,1.0559602,100000
0.02566727,0.07902925,-0.1590659,2.267359,105000
0.014337998,0.050201952,-0.10083032,1.364833,110000
0.02191518,0.030708108,-0.067731924,1.52336,115000
0.020691535,0.028274074,-0.055929504,1.4959373,120000
0.020413054,0.04976604,-0.10604614,1.9853392,125000
0.010112883,0.0526355,-0.026560448,1.1256862,130000
0.00837627,0.025990408,-0.047365308,0.9832055,135000
0.018010175,0.050289348,-0.054654412,1.47755,140000
0.019378116,0.068880364,-0.034782037,1.4610165,145000
0.01689451,0.0776531,-0.027243558,1.5145899,150000
0.018436316,0.07094523,-0.055938214,1.2647082,155000
0.01624896,0.0660763,-0.064768605,1.6515217,160000
0.010106154,0.024871342,-0.074365444,1.0801452,165000
0.013718995,0.066184916,-0.13213861,1.491698,170000
0.013037523,0.04726182,-0.05372532,1.2548475,175000
0.009900887,0.027397016,-0.031313144,0.9238334,180000
0.013736403,0.036160573,-0.039648965,1.025992,185000
0.016549332,0.024344169,-0.07923924,1.2290143,190000
0.013612005,0.065182924,-0.04010502,1.336211,195000
0.019941729,0.1481453,-0.08868245,1.9904385,200000
0.013951476,0.078141026,-0.044430036,1.3867166,205000
0.01734637,0.058979943,-0.17440112,1.9621103,210000
0.010245627,0.021555085,-0.033326782,0.9515209,215000
0.009781101,0.114601724,-0.049080286,1.3486005,220000
0.017094608,0.05382252,-0.10839134,1.5597163,225000
0.018132221,0.082814485,-0.05620255,1.4710997,230000
0.009482308,0.02878688,-0.092892036,1.0244888,235000
0.015912902,0.060465954,-0.05612831,1.2599872,240000
0.007673943,0.06775353,-0.043166347,1.08544,245000
0.017920723,0.0690922,-0.09781784,1.6697869,250000
