training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
0.25133038,0.0,-46.992313,-89.93835,0.25888866,-0.3130474,13.13122,0.12623982,-46.848255,-89.51014,0.011705678,0.0007172159194946289,2057.010155439377,13000
0.11142096,0.0,-46.495,-87.91133,0.14754267,-0.20702498,6.5212803,0.43029475,-46.360115,-87.96452,0.0062372047,0.0007663657665252686,2060.841992378235,14000
0.11589533,0.0,-48.252064,-83.05369,0.114785984,-0.18539935,6.4576235,-0.21652079,-48.12954,-82.947105,0.007447527,0.0007968111515045166,2064.826057434082,15000
0.18014391,0.0,-46.97191,-90.43375,0.2874084,-0.33591932,8.270137,-0.22271064,-46.84179,-89.96288,0.008906286,0.0009315323352813721,2069.4837276935577,16000
0.23795159,-1.0,-48.54998,-90.51999,0.67065203,-0.19915554,20.000126,-0.5594876,-48.44007,-90.08922,0.011606334,0.000984320306777954,2074.405336856842,17000
0.22214471,-1.0,-46.48329,-89.50713,0.2248584,-0.31768626,8.3093815,-0.77714103,-46.349743,-89.61527,0.011130613,0.0009770382881164551,2079.2905356884003,18000
0.16102913,-1.0,-47.535995,-89.97244,0.17684066,-0.42754894,10.83491,-0.85007304,-47.420616,-90.1616,0.0067084935,0.0009346135139465332,2083.963611841202,19000
0.0887211,-1.0,-49.49501,-89.79292,0.2090114,-0.20997414,6.283714,-0.7482597,-49.38079,-89.88686,0.0050102463,0.0007504250526428223,2087.715745449066,20000
0.06283324,0.0,-50.49579,-91.02119,0.25373968,-0.09196473,7.481821,0.19133967,-50.37998,-90.57343,0.0032385327,0.0008330483436584473,2091.8809957504272,21000
0.1779051,0.0,-49.342518,-85.00958,0.3792587,-0.13774839,9.082668,0.138821,-49.246162,-84.88765,0.01087351,0.0008024147033691406,2095.8930785655975,22000
0.11906464,0.0,-50.681133,-88.21046,0.28707874,-0.23032337,6.578235,-0.118901424,-50.58011,-88.247925,0.0059085013,0.0008030587196350097,2099.9083807468414,23000
0.04933121,0.0,-47.714336,-90.483246,0.1327874,-0.28999162,6.153776,-0.021750398,-47.62612,-90.439896,0.0028666346,0.0007727989673614502,2103.772385597229,24000
0.12300488,0.0,-49.143066,-88.25873,0.24474871,-0.31806126,6.4252357,0.08446815,-49.05067,-88.26508,0.0058833263,0.000730910873413086,2107.4269490242004,25000
0.1270448,0.0,-48.711456,-90.756195,0.46319044,-0.21405186,11.059452,0.042873777,-48.60555,-90.42842,0.0063340804,0.0007554862976074219,2111.2043902873993,26000
0.093840525,0.0,-46.578056,-88.76241,0.2206056,-0.67992914,15.044079,0.0349624,-46.47785,-88.79539,0.0042490545,0.0009012647628784179,2115.710722208023,27000
0.079869375,0.0,-49.98925,-88.390114,0.0750207,-0.22095466,5.6864867,0.33867207,-49.896606,-88.496414,0.0040022596,0.0009073883533477783,2120.2476727962494,28000
0.09983759,0.0,-49.96167,-87.48796,0.16394985,-0.42005932,11.465221,-0.031679057,-49.871063,-87.68247,0.0033996608,0.0009417160987854004,2124.9562616348267,29000
0.077376746,0.0,-47.464634,-88.200485,0.12641993,-0.21554723,4.0067587,0.1204271,-47.361786,-88.22699,0.0037018456,0.0008796401977539062,2129.3544702529907,30000
0.08648053,0.0,-50.113495,-84.81129,0.18268202,-0.20295268,5.1489277,3.6515296e-05,-50.025574,-84.85036,0.0039064516,0.0009318662166595459,2134.0138092041016,31000
0.075605944,0.0,-47.910526,-86.59636,0.088516735,-0.27332628,6.073809,0.1383163,-47.818314,-86.67703,0.0038971268,0.0009375124454498291,2138.7013795375824,32000
0.08050574,0.0,-48.788143,-87.60597,0.09883636,-0.3007835,6.404518,0.4333611,-48.69007,-87.599335,0.0033787813,0.0009477039337158203,2143.4399070739746,33000
0.11434918,-1.0,-51.58844,-88.409164,0.13463691,-0.18624744,4.6521134,-0.89198464,-51.49562,-88.456924,0.005766075,0.000801441478729248,2147.447121858597,34000
0.08641099,0.0,-49.40425,-86.93607,0.24749653,-0.09575617,7.1379128,0.21908662,-49.314663,-87.031586,0.004625681,0.001089687967300415,2152.895569562912,35000
0.062621936,0.0,-51.33748,-86.94188,0.20831107,-0.20197737,3.9647267,0.20051345,-51.24979,-86.93672,0.0029413155,0.0007980712413787842,2156.885933637619,36000
0.059090734,0.0,-50.946365,-88.304016,0.29067695,-0.106337875,5.863842,0.06331534,-50.863518,-88.23756,0.0037198581,0.000726292610168457,2160.5174055099487,37000
0.041811973,0.0,-48.89584,-90.15948,0.22890736,-0.07463586,4.9286757,0.044221938,-48.816284,-90.20537,0.002428033,0.0007049776554107666,2164.0423028469086,38000
0.053811975,0.0,-46.11446,-90.98459,0.2733374,-0.07254134,5.9891143,0.009777814,-46.034122,-90.78189,0.0027018683,0.0007012851238250732,2167.54873585701,39000
0.08841521,-1.99,-51.089096,-91.194275,0.5105026,-0.15808505,11.017187,-1.9026935,-51.008442,-90.83516,0.003943642,0.000745149803161621,2171.2744936943054,40000
0.06873076,0.0,-49.346077,-84.831024,0.19348542,-0.38664493,7.7053795,0.1455271,-49.26455,-84.70722,0.0026707756,0.0008423482894897461,2175.486243247986,41000
0.0870691,0.0,-47.414,-89.90059,0.37731043,-0.3537715,8.154471,0.11489946,-47.34716,-89.89755,0.005449218,0.0009157342433929443,2180.0649225711823,42000
0.08147298,0.0,-47.827354,-85.80743,0.62906617,-0.19583872,13.610237,0.05250492,-47.76336,-85.73808,0.007298338,0.000871204137802124,2184.4209508895874,43000
0.06794868,0.0,-48.651146,-83.21994,0.27337024,-0.12787849,5.1902065,0.10436429,-48.567253,-83.099075,0.004162522,0.0007458829879760742,2188.150373697281,44000
0.053547107,0.0,-48.43914,-82.40064,0.079014845,-0.25227997,5.047996,0.20062116,-48.366688,-82.28057,0.0029295017,0.000809288215637207,2192.1968228816986,45000
0.045313627,0.0,-49.849262,-86.47154,0.13495071,-0.22721457,4.2916346,0.06561062,-49.771202,-86.54476,0.0027824529,0.0009209435939788818,2196.801548719406,46000
0.059712812,-1.0,-50.187954,-86.90571,0.17042851,-0.14137611,3.7359884,-0.75010043,-50.118095,-86.85052,0.0033345837,0.0007831560611724854,2200.717336654663,47000
0.057389468,0.0,-50.28049,-90.636406,0.0964135,-0.1876541,2.592582,-0.092072606,-50.211605,-90.69411,0.002471549,0.0007469069004058838,2204.451880455017,48000
0.049727395,0.0,-48.010643,-84.045525,0.1816625,-0.15316111,3.9299674,0.1603902,-47.944603,-84.028755,0.0025390545,0.0007439467430114746,2208.171621799469,49000
0.05007457,0.0,-50.97554,-90.38332,0.10923953,-0.32363343,6.7878237,0.00077872723,-50.90091,-90.46974,0.0046111047,0.0007496060848236084,2211.9196553230286,50000
0.03867348,0.0,-51.99867,-85.452515,0.17929822,-0.16134831,3.2301555,0.043563366,-51.942238,-85.61161,0.0020455143,0.0038018468379974364,2230.9288930892944,55000
0.034409292,0.0,-46.830948,-90.76461,0.10847364,-0.13543987,2.4329767,0.09365854,-46.763588,-90.834206,0.0024534166,0.0036427927494049072,2249.142860174179,60000
0.035428844,0.0,-49.721252,-85.760155,0.092815556,-0.08693831,2.182612,0.16496445,-49.658707,-85.81794,0.0018647262,0.00339475417137146,2266.1166355609894,65000
0.033629443,0.0,-49.5801,-89.0518,0.32808906,-0.11077832,7.450431,0.13028006,-49.518055,-89.05197,0.0021662845,0.0036282378673553467,2284.2578287124634,70000
0.02134718,0.0,-47.89645,-85.846214,0.2074332,-0.18126069,4.4914174,0.048528604,-47.851433,-85.96826,0.0023330254,0.004250440216064453,2305.5100333690643,75000
0.04049568,0.0,-51.607025,-90.18834,0.19170052,-0.0659273,4.157189,0.14496085,-51.553375,-90.20622,0.0023426055,0.0039060720920562745,2325.0403990745544,80000
0.03113009,0.0,-46.886097,-89.83567,0.22236675,-0.26575235,4.1760793,0.16918212,-46.82843,-89.83492,0.0016890705,0.0038310800552368166,2344.1958022117615,85000
0.035019487,0.0,-49.836998,-88.523544,0.05902308,-0.23135762,3.866354,0.08554712,-49.782036,-88.488976,0.0020272725,0.003992400312423706,2364.1578068733215,90000
0.016078245,0.0,-49.253487,-90.32129,0.07013617,-0.11814442,1.9088404,0.049794763,-49.210297,-90.34024,0.0013713347,0.0042980403900146485,2385.648013353348,95000
0.032779235,0.0,-48.446194,-89.38143,0.29400325,-0.12599838,5.109078,0.011710785,-48.397408,-89.44592,0.0013346572,0.004708036470413208,2409.1881992816925,100000
0.028884053,0.0,-48.93564,-90.80995,0.27181792,-0.08660937,5.667217,0.029440753,-48.884884,-90.784935,0.0013595396,0.004714990139007568,2432.763153553009,105000
0.028193833,-1.0,-48.30967,-87.70509,0.25923795,-0.10111871,4.5005083,-0.932373,-48.25075,-87.70798,0.0027102467,0.0044085631847381596,2454.8059742450714,110000
0.01531407,-1.99,-50.782207,-91.04681,0.06761156,-0.19556546,2.1422853,-1.7874182,-50.73985,-91.05051,0.004166759,0.00457235541343689,2477.667754173279,115000
0.019929897,0.0,-48.949528,-88.804985,0.050848857,-0.13965936,2.6466098,0.03947123,-48.909485,-88.900894,0.0011061045,0.004603428316116333,2500.6849014759064,120000
0.024368279,0.0,-51.445442,-87.54784,0.35728264,-0.10065122,6.012103,0.04764355,-51.401062,-87.57504,0.001382496,0.0046505403518676755,2523.9376068115234,125000
0.012559202,0.0,-48.741325,-90.72128,0.1323192,-0.052296296,2.4689891,0.07382176,-48.69995,-90.73394,0.0014065497,0.00403803014755249,2544.1277635097504,130000
0.013531755,0.0,-51.677208,-87.54869,0.037749667,-0.10746938,1.7091478,0.028518975,-51.63462,-87.57701,0.0006661316,0.004047715854644775,2564.366346359253,135000
0.013672324,0.0,-48.293335,-90.72132,0.064759314,-0.10044274,1.6966575,0.0297724,-48.254765,-90.76736,0.0006649768,0.003890505361557007,2583.8188774585724,140000
0.017384445,0.0,-49.533295,-84.8835,0.25756994,-0.12282547,5.269913,0.031125858,-49.491943,-84.894844,0.00069004967,0.004056604385375977,2604.101904153824,145000
0.01630707,0.0,-49.28309,-90.056145,0.185089,-0.07308994,3.8670154,0.013538979,-49.24347,-90.09639,0.0006834571,0.003748021364212036,2622.8420140743256,150000
0.023653563,0.0,-49.667114,-87.90456,0.11320025,-0.20019646,3.5239167,-0.046615183,-49.621765,-87.90121,0.0014852629,0.004525318002700805,2645.468607187271,155000
0.013815589,0.0,-50.534996,-87.06192,0.029313698,-0.072377056,1.4911538,0.09580835,-50.49794,-87.08502,0.0012171824,0.004776762056350708,2669.352421760559,160000
0.0075391475,0.0,-50.82097,-85.05315,0.042962708,-0.15438908,2.624174,-0.038446784,-50.781693,-85.003235,0.00039039023,0.005079699659347534,2694.750922679901,165000
0.023975588,0.0,-48.408615,-91.23327,0.22152157,-0.0699292,4.1922517,0.012262046,-48.375042,-91.135704,0.00082569924,0.0039171099185943605,2714.336475610733,170000
0.011574003,0.0,-49.162174,-85.63795,0.051198147,-0.14640217,2.0761266,-0.033939444,-49.1238,-85.61852,0.0006273913,0.004710304450988769,2737.8880007267,175000
0.007549865,0.0,-50.228874,-87.502754,0.07650986,-0.022679523,1.1605,0.04341726,-50.193817,-87.46069,0.00071514386,0.0041750674724578855,2758.7633426189423,180000
0.009016335,0.0,-50.023132,-89.15578,0.03046684,-0.106595784,1.8676043,0.08577335,-49.981773,-89.16598,0.0008385468,0.003719904947280884,2777.3628702163696,185000
0.0064763427,0.0,-48.91213,-90.40653,0.03807644,-0.035502475,0.85944957,0.05055812,-48.87597,-90.424484,0.00039009628,0.003722190523147583,2795.9738261699677,190000
0.014754612,0.0,-48.940605,-86.955376,0.24843168,-0.07916032,4.878308,0.053849705,-48.90975,-86.94377,0.0006553048,0.003573029375076294,2813.838977575302,195000
0.0092052,0.0,-48.034767,-89.14566,0.058817323,-0.070203036,1.1015854,-0.011371918,-48.00409,-89.127495,0.00043973012,0.0037287068367004394,2832.482514858246,200000
0.0062099984,0.0,-48.37359,-89.56332,0.03361607,-0.057778772,1.0164307,0.10725207,-48.342026,-89.57605,0.0007635663,0.3119307637691498,4392.136336803436,205000
0.00544116,0.0,-49.286224,-87.73913,0.0465295,-0.03947248,0.82434225,0.040292263,-49.25104,-87.7096,0.0002826538,0.004303292942047119,4413.652804136276,210000
0.006650217,0.0,-49.440056,-89.79226,0.06423774,-0.04389404,0.8247106,0.0071637183,-49.413136,-89.787315,0.00031882979,0.003793672466278076,4432.621171474457,215000
0.022440534,0.0,-48.15189,-86.767654,0.30616885,-0.12553155,5.123764,0.07312202,-48.12259,-86.72052,0.0010280528,0.004883095264434815,4457.036651134491,220000
0.02164827,-1.0,-49.349236,-89.21223,0.38512903,-0.11452679,7.0805564,-0.85658544,-49.319397,-89.19212,0.0011959141,0.005023961067199707,4482.156460046768,225000
0.022489037,0.0,-48.638058,-87.85157,0.37483788,-0.10740554,6.4609294,0.10027151,-48.603897,-87.84112,0.0008615218,0.00424510178565979,4503.381976604462,230000
0.008519734,0.0,-49.24524,-83.9833,0.04771529,-0.042694196,0.8019897,0.06351394,-49.21146,-83.96717,0.0008725461,0.004796494436264038,4527.364453792572,235000
0.018271526,0.0,-48.812057,-85.40562,0.063936435,-0.08977139,2.0304024,0.08137527,-48.76625,-85.44008,0.0016595841,0.0038432782649993895,4546.580849885941,240000
0.00962509,0.0,-49.322235,-91.274025,0.055769335,-0.1740984,3.0797918,0.06719728,-49.29528,-91.25948,0.00040948874,0.0039046159267425535,4566.103951215744,245000
0.0067546708,0.0,-50.050697,-89.06299,0.081282154,-0.034901083,1.512843,-0.024221107,-50.01951,-89.09067,0.00028372562,0.003828010129928589,4585.244005441666,250000
0.007474023,-1.0,-50.758713,-84.73343,0.09476509,-0.029767368,1.7320685,-0.9675896,-50.724106,-84.68129,0.000407224,0.0038422805786132814,4604.455416917801,255000
0.007616072,0.0,-47.926464,-87.33568,0.0752101,-0.07296444,1.2008371,0.08015318,-47.889362,-87.319405,0.00035844542,0.00409612021446228,4624.93602180481,260000
0.0037693065,-1.0,-50.221085,-87.728615,0.11858429,-0.03665755,2.0810597,-0.9870058,-50.191216,-87.72379,0.00015774809,0.004985662269592285,4649.864336490631,265000
0.011288007,0.0,-50.239807,-88.98949,0.13585474,-0.041546676,2.4704456,0.0330721,-50.207485,-89.0282,0.000802723,0.004350123023986816,4671.6149570941925,270000
0.008005587,0.0,-51.79206,-90.411705,0.04646135,-0.14191923,2.4766622,0.06519381,-51.764973,-90.43904,0.00033622864,0.004381939458847046,4693.524659156799,275000
0.0085124625,0.0,-47.953728,-89.74097,0.17823243,-0.03784518,2.3639011,0.06344473,-47.92294,-89.745895,0.00052770413,0.0038463309288024904,4712.756316900253,280000
0.00541783,0.0,-49.93783,-86.89751,0.022988487,-0.060089383,0.89502555,0.02342482,-49.905487,-86.88453,0.00034490955,0.003936739444732666,4732.440017700195,285000
0.0069691143,0.0,-50.2486,-89.19634,0.038219016,-0.08030294,1.0484315,0.045739807,-50.222347,-89.18973,0.00039849812,0.004357904100418091,4754.229542732239,290000
0.010210885,0.0,-48.9329,-89.25508,0.13707772,-0.037127648,2.458821,-0.012348175,-48.900528,-89.26265,0.0007937328,0.00380466423034668,4773.252875328064,295000
0.009423226,0.0,-47.856133,-90.24989,0.057616048,-0.19680247,3.141877,0.08833985,-47.829437,-90.239456,0.00066471123,0.0041025534152984615,4793.765645265579,300000
0.006021104,0.0,-49.99622,-90.199196,0.06959091,-0.041452333,0.75385296,0.05397237,-49.966446,-90.153534,0.00029547795,0.0036920934677124023,4812.226115465164,305000
0.007886862,0.0,-47.143005,-88.801445,0.047307614,-0.08214273,0.9427069,0.0029891059,-47.112545,-88.73697,0.00045861182,0.004097431707382202,4832.713277578354,310000
0.0068367017,-1.0,-49.437508,-90.0694,0.02773664,-0.08641348,1.5239794,-0.97800857,-49.41172,-90.03915,0.0003901447,0.0048898549556732175,4857.162557125092,315000
0.0050061564,0.0,-48.15827,-89.8262,0.033947185,-0.090848,1.3064873,0.011611253,-48.13025,-89.80473,0.00023718015,0.004897253179550171,4881.648825883865,320000
0.0059364364,0.0,-51.287056,-86.87314,0.121182516,-0.045026116,2.0440347,0.062421024,-51.26247,-86.818085,0.0002623409,0.004992751455307007,4906.612587451935,325000
0.005121601,0.0,-49.429955,-88.6896,0.09951703,-0.024321496,1.1577432,0.10782832,-49.403034,-88.69727,0.00043033648,0.0048580061435699465,4930.902622699738,330000
0.008812768,-1.99,-51.87406,-83.23672,0.046386253,-0.04170427,0.70094603,-2.0075517,-51.84256,-83.22361,0.000456585,0.0043013597965240475,4952.409425020218,335000
0.0020402682,0.0,-49.122734,-83.82676,0.054558087,-0.03788646,0.7721161,-0.008057021,-49.09794,-83.76033,0.0001592515,0.004078203678131103,4972.800447702408,340000
0.025670098,0.0,-47.615322,-88.934456,0.06327107,-0.059560522,1.2227468,-0.05756426,-47.587845,-88.902336,0.002479848,0.00465212025642395,4996.061053752899,345000
0.0034156905,0.0,-49.859856,-87.907166,0.024402611,-0.07375072,0.81808984,0.039330065,-49.835953,-87.87859,0.00023593644,0.005180476379394531,5021.963438272476,350000
0.0043827747,0.0,-53.193027,-90.12059,0.02540093,-0.026580293,0.514444,0.0067939535,-53.16529,-90.13392,0.0002280355,0.004901731157302857,5046.472097396851,355000
0.0044430895,0.0,-49.416847,-90.70054,0.02520117,-0.081809655,1.1153481,0.04061096,-49.387596,-90.70246,0.00022794306,0.004172143888473511,5067.332820892334,360000
0.0070999484,0.0,-47.995117,-91.07978,0.054650612,-0.06761382,0.8705649,0.02482108,-47.967896,-91.02755,0.00036531116,0.004209776020050049,5088.381727933884,365000
0.0020057673,0.0,-50.234703,-89.388466,0.019950764,-0.058344647,0.86207056,0.043344192,-50.20821,-89.380646,0.00013322657,0.003724851131439209,5107.005986690521,370000
0.006511609,0.0,-50.849808,-89.33281,0.095012955,-0.02561032,1.202263,0.15354288,-50.818977,-89.36584,0.00042534262,0.0043695940494537355,5128.85396027565,375000
0.01864763,0.0,-50.872772,-89.36852,0.05196699,-0.23766515,3.0696352,0.057835355,-50.841156,-89.36719,0.0008922974,0.004502472162246704,5151.366324186325,380000
0.007244907,0.0,-51.163826,-90.964554,0.033387292,-0.06935477,1.2325773,0.07990806,-51.14015,-90.952156,0.00039618264,0.00354258713722229,5169.079265832901,385000
0.015159933,-1.99,-50.831444,-90.16678,0.063584186,-0.2045149,3.647884,-1.9291769,-50.80291,-90.16319,0.0007511127,0.00413372836112976,5189.74791097641,390000
0.0046644113,0.0,-45.633667,-86.73188,0.04364618,-0.1358518,2.2960496,0.021979004,-45.611576,-86.68898,0.00024602565,0.0036266602516174316,5207.881214857101,395000
0.008294623,0.0,-48.021446,-87.4585,0.12608024,-0.03641353,2.0487585,-0.007046059,-47.99465,-87.45724,0.000521878,0.0037479487895965575,5226.620962142944,400000
0.0064934753,-1.0,-48.34099,-84.9473,0.039440915,-0.115876764,2.0548832,-0.9937687,-48.322952,-84.93156,0.000529622,0.31949179935455324,6824.079963684082,405000
0.007270182,0.0,-51.050713,-90.66403,0.15121561,-0.036944415,2.2337298,0.028842367,-51.022892,-90.6688,0.00024328294,0.004485474967956543,6846.507341623306,410000
0.0032999348,0.0,-48.775116,-90.061264,0.01666136,-0.054277793,0.9796831,-0.0067273155,-48.751045,-90.062126,0.00023794833,0.004430234336853027,6868.658517122269,415000
0.0055863634,0.0,-49.51198,-89.012184,0.15549932,-0.044265814,2.8110194,0.032071307,-49.49148,-89.001236,0.00030080634,0.0037786447525024413,6887.551744699478,420000
0.005582235,0.0,-48.364902,-91.14538,0.06506318,-0.033853125,0.98828053,0.0620683,-48.338356,-91.15069,0.0005453363,0.00377893385887146,6906.446417093277,425000
0.005312864,0.0,-48.78116,-86.36389,0.14265804,-0.04212,2.3035061,0.011279903,-48.762947,-86.358826,0.00029578118,0.003901949453353882,6925.956167459488,430000
0.0063724983,0.0,-48.537712,-91.0143,0.058512278,-0.18429849,3.3048909,0.1184141,-48.51566,-91.021736,0.00027448928,0.003702324056625366,6944.467790603638,435000
0.0062362594,-1.0,-48.168472,-83.12289,0.044714402,-0.03592125,0.90059173,-0.97585297,-48.135494,-83.06349,0.00083764794,0.004013226270675659,6964.533939599991,440000
0.0034864051,0.0,-51.586006,-88.003204,0.055152595,-0.042389072,0.8314599,0.03741733,-51.557304,-88.02087,0.00019928311,0.005046603059768677,6989.766957521439,445000
0.0066973967,0.0,-49.955837,-81.89645,0.18371183,-0.051414885,3.2363727,5.5275857e-05,-49.93273,-81.893616,0.00046020615,0.004109180927276611,7010.312865495682,450000
0.00470974,0.0,-49.15235,-89.58167,0.0748225,-0.037897423,1.0279766,0.044858016,-49.128044,-89.613495,0.00021043536,0.004626744127273559,7033.446590662003,455000
0.0055270586,0.0,-49.08983,-90.26699,0.03982313,-0.13795665,2.182131,0.017655633,-49.065033,-90.28965,0.0005364955,0.0037379440784454346,7052.136313915253,460000
0.0034738663,0.0,-49.208755,-86.953445,0.07795104,-0.01958203,1.0128957,0.02764412,-49.187714,-86.97785,0.00022555658,0.004018434953689575,7072.2284915447235,465000
0.005468118,-1.0,-48.116035,-90.92972,0.04290076,-0.13720132,2.2450476,-0.8575194,-48.093246,-90.95146,0.00022454944,0.004098592615127563,7092.72145819664,470000
0.0055822446,0.0,-50.628723,-89.97399,0.043266434,-0.1386079,2.5517778,0.070178,-50.600883,-89.96174,0.00043671712,0.005204569482803345,7118.744313955307,475000
0.0033165207,0.0,-49.228333,-90.19077,0.034240812,-0.1110246,1.8744433,0.04077725,-49.204475,-90.20789,0.00018182298,0.004279562091827393,7140.142127990723,480000
0.0054940805,0.0,-50.674232,-89.58069,0.1433015,-0.032244097,1.6745645,0.039507635,-50.65274,-89.59596,0.00030540428,0.00521217532157898,7166.203007698059,485000
0.0095767295,0.0,-50.92125,-84.39982,0.03854857,-0.14211774,2.2272658,-0.002059795,-50.89341,-84.393684,0.00017354732,0.0042264158725738524,7187.335090398788,490000
0.00775519,0.0,-48.139038,-84.6056,0.15383935,-0.04397942,2.5847244,0.024752311,-48.11019,-84.62921,0.00037399493,0.004226303482055664,7208.4666130542755,495000
0.0022672438,0.0,-51.371544,-90.99663,0.093671456,-0.029085089,1.6959985,-0.008589722,-51.353638,-90.97615,0.00020246263,0.003926580429077149,7228.099523305893,500000
0.0039153257,0.0,-48.955048,-86.39756,0.036752757,-0.13405365,2.1667583,0.025428109,-48.930794,-86.38843,0.00019632422,0.003940188026428222,7247.800466775894,505000
0.005339425,0.0,-48.164646,-90.71775,0.16221832,-0.044740938,2.5789945,-0.016136117,-48.143665,-90.70514,0.0003569869,0.004035918140411377,7267.980061531067,510000
0.0028730424,0.0,-49.731472,-90.89188,0.03382484,-0.03373663,0.48093063,0.028830089,-49.708855,-90.87004,0.00016365675,0.0039556335926055905,7287.758237123489,515000
0.004276992,0.0,-50.525436,-84.85506,0.13053165,-0.029386483,1.6587029,0.01682932,-50.50276,-84.838135,0.0002391024,0.004859861755371094,7312.057549953461,520000
0.0038455343,0.0,-49.01246,-90.49675,0.016945317,-0.06286764,0.7256111,0.015515916,-48.99144,-90.50422,0.00014688435,0.004825787305831909,7336.18648982048,525000
0.0018676769,0.0,-48.62164,-88.32423,0.011302998,-0.059252374,0.72057396,0.005743593,-48.599358,-88.29935,0.00015795458,0.004665305805206299,7359.513023376465,530000
0.0043458752,0.0,-46.767944,-87.823616,0.022809427,-0.09918138,1.0536412,0.08956234,-46.744797,-87.84741,0.00022811508,0.004241751337051391,7380.721786022186,535000
0.01305872,0.0,-50.499413,-86.54364,0.031067986,-0.081657425,1.2195616,0.05394096,-50.47535,-86.48285,0.0011719897,0.0038882495880126953,7400.163037061691,540000
0.0013805763,0.0,-49.59137,-91.145615,0.017597433,-0.015981786,0.25993904,-0.0066460446,-49.569996,-91.15301,0.00010590366,0.004020573139190674,7420.265905618668,545000
0.0041562887,0.0,-50.15309,-90.02113,0.12700653,-0.029790465,1.7363472,0.030682996,-50.134663,-90.02106,0.00021245056,0.004052377080917358,7440.5277943611145,550000
0.0044869697,0.0,-50.620224,-90.157524,0.13321863,-0.03730065,2.5222402,0.017029174,-50.602417,-90.154274,0.00034904308,0.003962550544738769,7460.340555906296,555000
0.0023808058,-1.99,-49.03652,-90.11992,0.08418147,-0.024408897,1.3366505,-1.9915504,-49.016346,-90.1432,0.00012520172,0.00441684308052063,7482.42477440834,560000
0.0016973277,0.0,-49.97219,-83.0245,0.012001197,-0.030334815,0.5005213,0.037029147,-49.948555,-82.99001,0.00019283785,0.0050907866477966305,7507.878711223602,565000
0.0030061575,0.0,-48.88875,-91.2489,0.086749114,-0.035289086,1.2660989,-0.0032386333,-48.871597,-91.27527,0.00014594485,0.004490747785568237,7530.332453489304,570000
0.00344942,0.0,-48.35802,-90.14597,0.049697958,-0.04920449,0.6793592,-0.003944397,-48.335087,-90.14422,0.00014311328,0.004913793897628784,7554.9014275074005,575000
0.0024750158,-1.99,-53.057503,-86.09004,0.04181378,-0.022938833,0.5373249,-1.9377409,-53.038803,-86.06981,0.00016445995,0.0046691915035247805,7578.247388839722,580000
0.0063967435,0.0,-49.47615,-91.21478,0.06641128,-0.21167998,3.7295184,0.037883207,-49.451305,-91.20406,0.00029067494,0.004597303247451783,7601.233917474747,585000
0.0055299657,0.0,-50.75752,-89.05999,0.027583353,-0.09665431,1.5350577,-0.004636571,-50.734467,-89.08032,0.00071174855,0.0036673020362854004,7619.570432186127,590000
