classifier_loss,grad/max,grad/min,grad/norm,step
4.518355,1.3356619,-1.5384493,151.88371,1
0.031804465,0.2120824,-0.117650606,8.99195,100
0.008320006,0.051616408,-0.03133864,1.5017856,200
0.00064889254,0.0026312114,-0.0021042624,0.1139916,300
0.000882209,0.008169466,-0.0063119046,0.5048387,400
0.0002933101,0.0028670034,-0.001471591,0.10516827,500
5.4294862e-05,0.00020640623,-0.0001891956,0.013895434,600
3.3121105e-05,0.0003648156,-0.0002394855,0.012429614,700
5.5635355e-05,0.0006729574,-0.0007639793,0.044945616,800
2.2846292e-05,0.00022433871,-0.00017590148,0.008208944,900
1.8324514e-05,0.00018804843,-0.0001340043,0.0066488534,1000
2.4288438e-05,0.00029663683,-0.00018015438,0.00963135,1100
2.9674045e-05,0.000308183,-0.00040350287,0.02284175,1200
1.6377608e-05,5.4491557e-05,-7.1448034e-05,0.0033412615,1300
6.457176e-06,4.4845023e-05,-3.9007293e-05,0.0015326022,1400
9.783671e-06,7.109516e-05,-0.00014480733,0.0042174803,1500
8.309077e-06,0.000113723225,-0.00015976439,0.006313021,1600
4.8665415e-06,2.1304182e-05,-2.655212e-05,0.0014677778,1700
1.0998252e-05,0.00020261198,-0.0001772021,0.009892221,1800
1.2662714e-05,0.00029225403,-0.00019974454,0.012543322,1900
5.390532e-06,6.0138937e-05,-0.00010148353,0.00430695,2000
4.3128584e-06,2.3057946e-05,-3.2760185e-05,0.0014140141,2100
3.577154e-06,2.1078795e-05,-1.2887214e-05,0.0007664999,2200
4.269031e-06,4.010333e-05,-8.735495e-05,0.002258472,2300
9.756841e-06,0.00012632196,-6.646156e-05,0.00457111,2400
4.022284e-06,2.5800484e-05,-2.2749311e-05,0.0011594301,2500
2.3455186e-06,9.286768e-06,-1.0854854e-05,0.00055677135,2600
3.2083285e-06,2.28098e-05,-2.2504353e-05,0.001116156,2700
2.291008e-06,2.9293595e-05,-2.7254326e-05,0.0011656741,2800
2.3338673e-06,9.582746e-06,-1.1698273e-05,0.00065374834,2900
1.6051151e-06,2.0747242e-05,-1.4265619e-05,0.0007147731,3000
2.3929626e-06,3.218957e-05,-1.9319586e-05,0.0012718034,3100
1.8598303e-06,1.604481e-05,-1.2335361e-05,0.00063170516,3200
1.993933e-06,1.6757804e-05,-1.8153063e-05,0.00072453415,3300
1.1995372e-06,5.4507536e-06,-9.20982e-06,0.00047842882,3400
1.362978e-06,1.2941582e-05,-1.0826645e-05,0.00048304326,3500
1.0714823e-06,5.005148e-06,-3.096e-06,0.00022701753,3600
2.050273e-06,1.4501262e-05,-1.1437735e-05,0.0005806571,3700
1.9463694e-06,2.0012263e-05,-2.9341854e-05,0.0016332255,3800
1.943617e-06,4.2728552e-05,-2.6957305e-05,0.0013572206,3900
1.231201e-06,5.3663075e-06,-9.156502e-06,0.00031958436,4000
9.797479e-07,1.0573711e-05,-7.2885596e-06,0.0003454491,4100
1.3075589e-06,2.7362252e-05,-1.6765218e-05,0.0011935153,4200
9.960424e-07,5.8560872e-06,-7.6083666e-06,0.00037411257,4300
7.6787194e-07,5.3408726e-06,-4.1165767e-06,0.00024671314,4400
6.2398317e-07,4.5438865e-06,-4.91918e-06,0.00020005438,4500
1.174822e-06,3.5314966e-05,-2.1980457e-05,0.0015066697,4600
9.792799e-07,1.2384907e-05,-1.5456262e-05,0.0006329414,4700
5.4109665e-07,2.3551888e-06,-2.9300204e-06,0.00021232618,4800
4.6892046e-07,1.5624626e-06,-1.8300769e-06,0.00010511627,4900
5.746243e-07,4.030887e-06,-2.5787317e-06,0.00017922082,5000
